City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,geraldton,-28.7667,114.6,25.23,50,0,7.72,AU,1676080308
364,ovalle,-30.5983,-71.2003,23.68,59,0,1.53,CL,1676080309
365,garowe,8.4054,48.4845,17.28,80,4,4.55,SO,1676080309
366,lexington,37.9887,-84.4777,5.62,74,100,3.6,US,1676080198
367,matagami,49.7502,-77.6328,-14.94,72,0,3.6,CA,1676080059
368,westport,41.1415,-73.3579,9.2,55,40,4.63,US,1676080311
369,clyde river,70.4692,-68.5914,-36.87,67,0,2.06,CA,1676080311
370,ponferrada,42.5466,-6.5962,2.9,60,0,0.89,ES,1676080312
371,olafsvik,64.8945,-23.7142,4.31,84,100,10.11,IS,1676080312
372,kaoma,-14.7833,24.8,17.71,95,100,1.66,ZM,1676080313
373,auki,-8.7676,160.7034,29.92,65,100,2.46,SB,1676080314
374,niwari,28.8833,77.5333,14.53,63,0,1.71,IN,1676080314
375,fomboni,-12.28,43.7425,27.46,74,100,4.8,KM,1676080315
376,saint-pierre,-21.3393,55.4781,24.82,65,0,2.57,RE,1676080316
377,reshetylivka,49.565,34.0782,-7.14,96,11,2.44,UA,1676080316
378,concordia,-31.393,-58.0209,30.44,49,0,1.79,AR,1676080317
379,shellbrook,53.2168,-106.4011,-2.43,80,51,6.35,CA,1676080317
380,sabang,5.8933,95.3214,26.92,77,79,4.84,ID,1676080318
381,torrijos,39.9819,-4.2835,1.96,79,0,5.41,ES,1676079947
382,yoichi,43.2039,140.7703,0.43,73,67,1.89,JP,1676080319
383,tarqui,2.1125,-75.8242,20.7,90,100,1.7,CO,1676080319
384,horta,38.5333,-28.6333,13.9,81,76,1.34,PT,1676080320
385,khor,47.8861,134.9464,-13.03,92,77,2.0,RU,1676080321
386,spencer,43.1414,-95.1444,-4.13,74,0,3.6,US,1676080304
387,narsaq,60.9167,-46.05,-5.88,97,63,1.33,GL,1676080322
388,san rafael del sur,11.8485,-86.4384,27.54,58,0,7.11,NI,1676080323
389,male,4.1748,73.5089,25.97,83,75,3.6,MV,1676080324
390,thessalon,46.2501,-83.5666,-3.84,93,13,2.44,CA,1676080324
391,saldanha,-33.0117,17.9442,20.51,63,0,1.44,ZA,1676080325
392,begoro,6.3871,-0.3774,22.34,93,12,1.74,GH,1676080326
393,mithi,24.7318,69.7981,16.77,89,0,3.47,PK,1676080326
394,naples,40.8333,14.25,9.03,69,0,3.09,IT,1676080327
395,okha,53.5739,142.9478,-20.27,85,11,2.49,RU,1676080328
396,oistins,13.0667,-59.5333,25.05,73,40,11.83,BB,1676080329
397,sonqor,34.7837,47.6004,-15.53,93,36,1.57,IR,1676080329
398,komsomolskiy,40.4272,71.7189,-2.6,80,75,3.09,UZ,1676080330
399,mackenzie,55.2999,-123.1698,2.12,87,75,2.06,CA,1676080332
400,alyangula,-13.8483,136.4192,28.72,71,99,2.49,AU,1676080332
401,kibre mengist,5.8833,38.9833,11.84,55,2,1.43,ET,1676080333
402,port-gentil,-0.7193,8.7815,27.47,80,100,3.45,GA,1676080334
403,hillsboro,45.5229,-122.9898,11.22,75,75,3.6,US,1676080259
404,faya,18.3851,42.4509,11.06,46,0,1.65,SA,1676080335
405,inhambane,-23.865,35.3833,25.5,92,100,3.52,MZ,1676080336
406,lieksa,63.3167,30.0167,-7.18,95,100,4.01,FI,1676080337
407,fort nelson,58.8053,-122.7002,-8.23,86,40,1.54,CA,1676080337
408,ikwiriri,-7.9562,38.9716,22.98,98,100,1.16,TZ,1676080338
409,lac du bonnet,50.2536,-96.0612,-3.77,84,92,4.89,CA,1676080339
410,chumikan,54.7183,135.315,-19.79,84,56,7.29,RU,1676080340
411,ponta delgada,37.7333,-25.6667,12.4,82,20,1.54,PT,1676080341
412,mananara,-16.1667,49.7667,22.37,95,90,1.91,MG,1676080341
413,coahuayana,18.7333,-103.6833,21.92,77,58,0.6,MX,1676080342
414,imbituba,-28.24,-48.6703,22.85,93,99,3.47,BR,1676080343
415,nome,64.5011,-165.4064,-15.96,66,0,8.23,US,1676080212
416,sohagpur,22.7,78.2,17.37,31,0,1.54,IN,1676080344
417,moose factory,51.2585,-80.6094,-17.01,71,0,2.06,CA,1676080345
418,tabory,58.5198,64.5495,-5.74,94,94,4.01,RU,1676080345
419,nisia floresta,-6.0911,-35.2086,27.21,83,100,2.76,BR,1676080346
420,ewa beach,21.3156,-158.0072,27.97,53,20,12.35,US,1676080347
421,emba,48.8264,58.1442,-13.95,98,94,3.59,KZ,1676080348
422,shenjiamen,29.9576,122.298,10.2,96,100,1.27,CN,1676080348
423,ko samui,9.5357,99.9357,27.95,78,20,2.57,TH,1676080349
424,pierre,44.3683,-100.351,3.51,60,0,4.12,US,1676080065
425,uporovo,56.3109,66.2693,-17.93,99,75,3.64,RU,1676080351
426,mirwah,13.9228,43.9176,18.13,59,5,2.45,YE,1676080351
427,kysyl-syr,63.8986,122.7617,-39.06,98,97,1.39,RU,1676080352
428,sullana,-4.9039,-80.6853,25.74,63,88,4.44,PE,1676080353
429,telemaco borba,-24.3239,-50.6156,18.2,99,100,1.64,BR,1676080353
430,anadyr,64.75,177.4833,-31.67,67,20,5.0,RU,1676080354
431,manggar,-2.8833,108.2667,28.42,75,100,5.68,ID,1676080354
432,tabas,33.5959,56.9244,0.12,80,53,1.03,IR,1676080355
433,voh,-20.9667,164.7,27.08,77,85,6.47,NC,1676080356
434,imeni stepana razina,54.8932,44.2963,-6.11,93,100,5.81,RU,1676080356
435,phetchaburi,12.9667,99.5833,28.7,60,2,0.66,TH,1676080357
436,pasir gudang,1.4584,103.8805,27.39,85,75,3.6,MY,1676080111
437,moldovita,47.6833,25.5333,-12.16,84,7,2.32,RO,1676080358
438,banepa,27.6298,85.5214,6.18,93,20,2.06,NP,1676080359
439,luwuk,-0.9516,122.7875,28.91,66,100,0.25,ID,1676080359
440,lagoa,39.05,-27.9833,14.11,75,66,5.0,PT,1676080360
441,ambikapur,23.1167,83.2,17.6,29,0,1.1,IN,1676080361
442,gubkinskiy,64.434,76.5026,-11.02,94,90,7.94,RU,1676080361
443,sorland,67.667,12.6934,-0.08,60,100,10.25,NO,1676080362
444,halifax,44.6453,-63.5724,6.93,93,56,4.63,CA,1676080361
445,warrington,53.3925,-2.5802,10.18,83,100,5.66,GB,1676080363
446,nayoro,44.3506,142.4578,-2.25,82,100,1.64,JP,1676080364
447,sarangani,5.4033,125.4636,27.49,70,84,2.83,PH,1676080365
448,tevriz,57.509,72.4042,-24.55,100,21,1.47,RU,1676080365
449,kushima,31.4583,131.2333,13.76,61,79,3.5,JP,1676080366
450,datong,40.0936,113.2914,-1.9,63,84,0.33,CN,1676080366
451,verkh-usugli,52.7,115.1667,-16.13,87,32,0.51,RU,1676080367
452,corinto,37.9407,22.9573,6.05,74,81,3.48,GR,1676080368
453,benjamin aceval,-24.9667,-57.5667,27.08,81,10,2.9,PY,1676080368
454,arazede,40.2863,-8.65,6.69,62,52,3.44,PT,1676080369
455,talaya,61.3833,152.75,-29.37,89,100,1.79,RU,1676080369
456,nanakuli,21.3906,-158.1547,27.97,46,20,11.83,US,1676080370
457,ulaangom,49.9811,92.0667,-21.93,90,96,1.25,MN,1676080371
458,nieves,15.3274,120.9485,26.73,52,13,2.76,PH,1676080372
459,half moon bay,37.4636,-122.4286,12.3,78,100,6.69,US,1676080085
460,tilichiki,60.4667,166.1,-23.19,82,100,5.16,RU,1676080373
461,vorukh,39.8494,70.5838,-8.91,64,87,3.46,TJ,1676080374
462,general roca,-39.0333,-67.5833,27.57,12,0,7.23,AR,1676080374
463,kutum,14.2,24.6667,16.59,19,4,2.64,SD,1676080375
464,rawson,-43.3002,-65.1023,23.91,39,8,3.88,AR,1676080376
465,alugan,12.2188,125.4808,26.7,82,85,6.63,PH,1676080376
466,capao bonito,-24.0058,-48.3494,18.66,98,84,0.53,BR,1676080377
467,ust-ilimsk,58.0006,102.6619,-24.3,100,89,2.08,RU,1676080378
468,scottsbluff,41.8666,-103.6672,5.13,42,0,2.06,US,1676080378
469,karratha,-20.7377,116.8463,32.24,58,5,8.21,AU,1676080379
470,yongan,39.6957,113.6871,0.87,46,52,0.86,CN,1676080379
471,grindavik,63.8424,-22.4338,4.97,93,100,6.17,IS,1676080380
472,guisa,20.255,-76.5386,20.68,84,0,2.39,CU,1676080381
473,san quintin,30.4833,-115.95,17.27,39,100,1.41,MX,1676080334
474,iberia,29.9502,-91.7507,12.98,76,0,0.0,US,1676080381
475,te anau,-45.4167,167.7167,20.05,45,53,0.73,NZ,1676080382
476,borogontsy,62.6683,131.1683,-35.49,95,83,1.48,RU,1676080383
477,ambilobe,-13.2,49.05,22.02,94,84,1.13,MG,1676080384
478,dingle,10.9995,122.6711,27.67,72,86,6.42,PH,1676080384
479,mandalgovi,45.7625,106.2708,-9.94,67,100,5.76,MN,1676080385
480,novobirilyussy,56.9514,90.6661,-31.07,100,99,1.47,RU,1676080386
481,joshimath,30.5667,79.5667,6.18,93,100,1.49,IN,1676080386
482,reconquista,-29.15,-59.65,29.2,38,16,2.17,AR,1676080213
483,college place,46.0493,-118.3883,7.23,71,100,1.79,US,1676080387
484,abu samrah,35.3029,37.1841,3.71,74,85,3.09,SY,1676080388
485,bosaso,11.2842,49.1816,22.29,79,1,1.23,SO,1676080390
486,puerto varas,-41.3195,-72.9854,16.12,77,40,2.06,CL,1676080390
487,north bend,43.4065,-124.2243,9.92,94,100,3.6,US,1676080356
488,kitob,39.0843,66.8332,-4.88,69,91,0.91,UZ,1676080392
489,caernarfon,53.1413,-4.2702,8.93,52,100,2.57,GB,1676080392
490,atar,20.5169,-13.0499,17.58,58,24,1.43,MR,1676080393
491,shumskiy,54.8318,99.1328,-19.44,97,72,0.76,RU,1676080394
492,ibra,22.6906,58.5334,17.22,62,0,0.19,OM,1676080394
493,payakumbuh,-0.2202,100.6308,26.11,65,55,1.01,ID,1676080395
494,sao simao,-21.4792,-47.5508,21.25,96,97,0.5,BR,1676080396
495,caravelas,-17.7125,-39.2481,24.33,88,5,2.64,BR,1676080396
496,jiuquan,39.7432,98.5174,-3.02,45,100,4.98,CN,1676080397
497,shaunavon,49.6501,-108.4181,-0.12,66,3,7.4,CA,1676080398
498,encheng,22.1839,112.3026,20.66,92,100,2.22,CN,1676080398
499,new bedford,41.6362,-70.9342,8.12,60,0,6.26,US,1676080399
500,santiago del estero,-27.7951,-64.2615,29.23,40,0,2.42,AR,1676080301
501,svetlogorsk,52.6333,29.7333,-3.68,95,95,4.41,BY,1676080400
502,omsukchan,62.5333,155.8,-28.92,84,100,2.06,RU,1676080401
503,dudinka,69.4058,86.1778,-6.44,93,100,7.43,RU,1676080401
504,aykhal,66.0,111.5,-34.51,100,100,4.47,RU,1676080402
505,raudeberg,61.9875,5.1352,6.09,51,100,9.11,NO,1676080403
506,whitehorse,60.7161,-135.0538,-4.57,68,75,4.63,CA,1676080350
507,pimentel,-6.8367,-79.9342,24.16,78,0,6.17,PE,1676080404
508,ahipara,-35.1667,173.1667,20.69,74,100,6.89,NZ,1676080405
509,sitangkai,4.6628,119.3928,27.34,76,58,3.57,PH,1676080406
510,champua,22.0833,85.6667,19.49,39,1,1.46,IN,1676080282
511,atambua,-9.1061,124.8925,26.13,79,100,2.82,ID,1676080179
512,ortakoy,38.7373,34.0387,-9.86,98,93,1.13,TR,1676080407
513,wadi maliz,36.4681,8.5495,3.81,82,45,1.09,TN,1676080408
514,dali,25.7,100.1833,9.63,46,2,2.3,CN,1676080409
515,yabassi,4.457,9.9682,24.35,93,20,0.5,CM,1676080409
516,nara,34.6851,135.8049,10.54,56,53,3.29,JP,1676080410
517,kaseda,31.4167,130.3167,13.34,69,82,1.45,JP,1676080410
518,chase,50.8165,-119.6857,3.49,97,100,1.0,CA,1676080411
519,cidreira,-30.1811,-50.2056,23.67,92,2,3.27,BR,1676080411
520,hede,33.7681,120.2517,4.82,90,100,4.1,CN,1676080412
521,xiaoshi,41.2971,124.1209,0.41,74,99,3.48,CN,1676080413
522,ngunguru,-35.6167,174.5,19.46,82,100,10.65,NZ,1676080413
523,lopukhiv,48.3653,23.9638,-10.18,95,14,0.59,UA,1676080414
524,balikpapan,-1.2675,116.8289,27.55,65,20,1.03,ID,1676080414
525,baisha,26.5222,110.9311,10.57,95,100,1.0,CN,1676080415
526,jodhpur,26.2867,73.03,16.75,51,0,1.37,IN,1676080416
527,wyndham,37.6985,-77.6125,12.89,52,0,2.24,US,1676080416
528,sao jose de piranhas,-7.1206,-38.5019,25.85,59,95,1.77,BR,1676080417
529,chimore,-16.9833,-65.1333,23.04,97,78,0.92,BO,1676080417
530,riohacha,11.5444,-72.9072,25.5,73,3,7.04,CO,1676080418
531,balaipungut,1.05,101.2833,24.07,87,96,1.44,ID,1676080419
532,bangangte,5.1409,10.5198,17.08,60,11,1.31,CM,1676080419
533,ojinaga,29.5667,-104.4167,9.67,40,0,2.06,MX,1676080420
534,la reforma,25.0833,-108.05,16.65,73,84,3.34,MX,1676080420
535,santa lucia,27.9117,-15.5407,11.62,72,20,5.66,ES,1676080374
536,rusne,55.2964,21.3758,1.86,97,100,11.59,LT,1676080421
537,ipixuna,-1.7625,-48.8043,23.43,96,99,1.58,BR,1676080422
538,puerto ayacucho,5.6639,-67.6236,27.47,57,92,1.72,VE,1676080422
539,bathsheba,13.2167,-59.5167,25.34,73,40,11.83,BB,1676080423
540,la sarre,48.8002,-79.1996,-15.69,91,69,3.04,CA,1676080247
541,skelleftea,64.7507,20.9528,-6.8,100,6,2.57,SE,1676080424
542,mao,39.8885,4.2658,4.31,75,0,2.06,ES,1676080315
543,the valley,18.217,-63.0578,25.05,68,0,9.55,AI,1676079845
544,menongue,-14.6585,17.691,17.75,77,82,0.69,AO,1676080425
545,kant,27.8,79.8,15.73,57,0,1.57,IN,1676080426
546,labuhan,-6.8844,112.2051,27.24,80,100,3.05,ID,1676080426
547,inverell,-29.7833,151.1167,30.93,35,2,3.13,AU,1676080427
548,neuquen,-38.9516,-68.0591,29.94,21,0,2.57,AR,1676080186
549,kisangani,0.5167,25.2,21.36,63,44,0.33,CD,1676080428
550,quincy,42.2529,-71.0023,6.98,64,0,9.77,US,1676080244
551,puerto princesa,9.7392,118.7353,28.99,74,40,7.2,PH,1676080429
552,varhaug,58.6147,5.6457,8.27,90,100,10.54,NO,1676080430
553,wahiawa,21.5028,-158.0236,26.18,56,0,11.83,US,1676080216
554,itarema,-2.9248,-39.9167,26.51,81,74,5.85,BR,1676080431
555,broome,42.2506,-75.833,3.7,81,100,3.09,US,1676080431
556,atocha,-20.9333,-66.2333,10.35,72,50,2.95,BO,1676080432
557,sukabumi,-6.9181,106.9267,23.22,86,100,1.42,ID,1676080432
558,gravdal,68.1214,13.5031,-0.1,64,100,10.22,NO,1676080433
559,campbell river,50.0163,-125.2446,9.74,87,75,0.0,CA,1676080434
560,nikel,69.4128,30.222,-12.9,93,72,3.17,RU,1676080434
561,tomatlan,19.9333,-105.25,20.03,71,43,0.5,MX,1676080435
562,sept-iles,50.2001,-66.3821,-10.0,84,100,5.14,CA,1676080435
563,guerrero negro,27.9769,-114.0611,17.62,38,79,4.08,MX,1676080158
564,panaba,21.2833,-88.2667,24.17,65,3,4.61,MX,1676080436
565,coihaique,-45.5752,-72.0662,10.34,96,96,5.03,CL,1676080437
566,ilebo,-4.3167,20.5833,23.64,69,57,0.5,CD,1676080437
567,hwange,-18.3693,26.5019,19.63,85,42,1.18,ZW,1676080438
568,stanislav,46.5691,32.1478,-1.41,62,1,4.08,UA,1676080438
569,jijiga,9.35,42.8,13.62,26,7,3.02,ET,1676080439
570,asau,46.4333,26.4,-12.49,88,24,3.06,RO,1676080439
571,sisimiut,66.9395,-53.6735,-27.48,100,91,2.24,GL,1676080440
572,port keats,-14.25,129.55,25.93,85,100,3.16,AU,1676080440
573,linxi,39.7,118.4333,4.34,62,5,3.36,CN,1676080441
574,karasjok,69.4719,25.5112,-7.82,88,100,6.16,NO,1676080442
575,toora-khem,52.4675,96.11,-23.15,99,100,0.13,RU,1676080442
576,nemuro,43.3236,145.575,-2.02,86,100,5.63,JP,1676080443
577,mersing,2.4312,103.8405,25.95,89,40,2.06,MY,1676080444
578,oyama,36.3,139.8,10.33,51,3,1.2,JP,1676080445
579,veraval,20.9,70.3667,20.63,75,0,4.53,IN,1676080200
580,topolobampo,25.6,-109.05,16.18,68,97,5.17,MX,1676080446
